"CLIENTNUM","STATUS","CUSTOMER_AGE","GENDER","DEPENDENT_COUNT","EDUCATION_LEVEL","MARITAL_STATUS","INCOME_CATEGORY","CARD_CATEGORY","MONTHS_ON_BOOK","TOTAL_RELATIONSHIP_COUNT","MONTHS_INACTIVE_12_MON","CONTACTS_COUNT_12_MON","CREDIT_LIMIT","TOTAL_REVOLVING_BAL","AVG_OPEN_TO_BUY","TOTAL_TRANS_AMT","TOTAL_TRANS_CT","AVG_UTILIZATION_RATIO"
755959683,Existing Customer,50,F,5,Unknown,Unknown,Unknown,Blue,43,5,1,2,3410,2281,1129,1296,31,0.669
755996583,Attrited Customer,57,F,2,Uneducated,Single,Less than $40K,Blue,50,5,0,3,2475,0,2475,2574,43,0.0
756013833,Existing Customer,57,M,3,Doctorate,Married,$80K - $120K,Blue,50,3,2,3,4522,1861,2661,1806,38,0.412
756025233,Attrited Customer,43,F,4,Uneducated,Single,Less than $40K,Blue,36,5,3,2,2422,1014,1408,2437,44,0.419
756065433,Existing Customer,26,M,0,Unknown,Single,$40K - $60K,Blue,19,5,2,2,2187,1597,590,2560,46,0.73
756306183,Existing Customer,42,F,1,College,Married,Less than $40K,Blue,35,2,1,3,2873,2517,356,4897,71,0.876
756371058,Existing Customer,58,F,1,Unknown,Married,Less than $40K,Blue,40,1,2,3,3944,1006,2938,15315,124,0.255
756383283,Existing Customer,38,F,3,College,Married,Less than $40K,Blue,31,3,1,3,5523,2517,3006,4170,80,0.456
756397458,Existing Customer,54,F,1,Graduate,Single,Less than $40K,Silver,47,6,3,4,12873,0,12873,3170,70,0.0
756409758,Existing Customer,44,F,2,Graduate,Married,Less than $40K,Blue,37,4,5,4,3203,2076,1127,1433,38,0.648
756458508,Existing Customer,44,M,3,Graduate,Single,$60K - $80K,Blue,37,5,2,3,1682,930,752,3309,67,0.553
756477333,Existing Customer,42,F,4,Uneducated,Married,Less than $40K,Blue,35,4,3,1,1539,0,1539,4793,71,0.0
756488883,Existing Customer,41,M,2,Uneducated,Single,$80K - $120K,Blue,34,6,2,2,2196,1619,577,2040,65,0.737
756571983,Existing Customer,45,F,3,High School,Single,Less than $40K,Blue,36,6,2,3,2020,1103,917,4951,85,0.546
756598833,Existing Customer,38,M,1,Uneducated,Married,Less than $40K,Blue,31,6,3,3,6236,1204,5032,5389,84,0.193
756624183,Existing Customer,51,F,3,Graduate,Married,Less than $40K,Blue,44,6,1,3,7742,2024,5718,3507,69,0.261
756629133,Existing Customer,61,F,1,Graduate,Single,Less than $40K,Blue,54,3,2,2,2721,0,2721,2088,37,0.0
756639708,Existing Customer,46,F,2,Unknown,Married,Unknown,Silver,39,1,1,2,32587,992,31595,15958,113,0.03
756658083,Existing Customer,49,M,4,Post-Graduate,Single,$80K - $120K,Blue,42,3,2,1,30885,2018,28867,17350,115,0.065
756691608,Existing Customer,37,F,3,Graduate,Married,Unknown,Blue,30,5,3,3,4554,780,3774,4816,81,0.171
756727233,Existing Customer,49,M,2,High School,Single,$120K +,Blue,42,3,2,4,21144,1190,19954,4895,66,0.056
756736008,Existing Customer,45,F,2,Post-Graduate,Married,Less than $40K,Blue,38,3,2,3,2911,1471,1440,4450,62,0.505
756919683,Existing Customer,48,F,2,Unknown,Married,Less than $40K,Blue,41,6,1,3,3632,1294,2338,4339,86,0.356
756944133,Existing Customer,52,F,4,Graduate,Married,Less than $40K,Blue,45,1,1,3,3705,2168,1537,4452,89,0.585
756989583,Existing Customer,41,M,4,Graduate,Unknown,$40K - $60K,Blue,24,4,2,2,1605,0,1605,4418,68,0.0
757024233,Existing Customer,34,M,2,Graduate,Single,$120K +,Blue,27,3,1,4,31313,2152,29161,2555,62,0.069
757044033,Existing Customer,44,M,2,Graduate,Unknown,$80K - $120K,Blue,37,3,1,3,1965,1021,944,3968,57,0.52
757053408,Existing Customer,47,F,1,Graduate,Single,Unknown,Blue,40,3,1,3,3811,1970,1841,3578,76,0.517
757167633,Existing Customer,50,M,2,Uneducated,Single,$60K - $80K,Blue,43,4,3,3,4388,642,3746,3836,81,0.146
757194408,Attrited Customer,43,M,3,College,Married,$60K - $80K,Blue,36,2,3,3,1438,0,1438,1707,38,0.0
757224108,Existing Customer,43,F,4,Graduate,Married,Less than $40K,Blue,32,6,3,1,2624,1117,1507,3929,67,0.426
757247808,Attrited Customer,42,F,3,Graduate,Married,Less than $40K,Blue,35,2,4,3,5230,2517,2713,9495,61,0.481
757256358,Existing Customer,45,M,3,Graduate,Single,$60K - $80K,Blue,38,1,3,3,3243,1580,1663,15710,122,0.487
757266933,Existing Customer,52,M,2,Post-Graduate,Married,$60K - $80K,Blue,45,4,1,4,11819,929,10890,2431,46,0.079
757291008,Attrited Customer,46,M,4,Unknown,Married,$80K - $120K,Blue,39,3,3,2,34516,289,34227,8964,76,0.008
757300008,Existing Customer,44,F,2,Graduate,Single,Unknown,Blue,37,4,3,3,8128,2344,5784,4251,80,0.288
757481283,Existing Customer,35,M,3,College,Married,$60K - $80K,Blue,28,4,3,4,6921,2159,4762,1931,35,0.312
757527033,Existing Customer,53,F,2,College,Single,Less than $40K,Blue,46,3,5,2,2153,0,2153,4628,69,0.0
757594083,Existing Customer,52,F,1,Unknown,Married,Unknown,Blue,45,2,4,0,23486,0,23486,4530,74,0.0
757634583,Existing Customer,52,F,2,Graduate,Married,Less than $40K,Blue,45,4,3,1,2261,1127,1134,4456,68,0.498
757643733,Existing Customer,42,F,2,Post-Graduate,Single,Less than $40K,Blue,35,6,3,2,3223,0,3223,4916,79,0.0
757662258,Existing Customer,46,F,4,Graduate,Divorced,$40K - $60K,Blue,39,3,1,1,2477,1480,997,5138,77,0.597
757667133,Attrited Customer,54,M,2,College,Single,$80K - $120K,Blue,47,2,2,2,13769,0,13769,4738,53,0.0
757675158,Existing Customer,47,F,4,Post-Graduate,Divorced,$40K - $60K,Blue,40,2,2,3,2725,1851,874,4904,85,0.679
757685733,Existing Customer,43,F,2,Graduate,Single,Less than $40K,Blue,36,1,2,2,3226,2145,1081,5066,75,0.665
757710783,Attrited Customer,36,F,1,Graduate,Married,Less than $40K,Blue,29,4,2,3,1493,0,1493,2516,63,0.0
757722708,Existing Customer,42,M,3,College,Married,$60K - $80K,Blue,35,1,3,1,1438,0,1438,4246,83,0.0
757753083,Existing Customer,44,F,0,Graduate,Married,Less than $40K,Silver,36,5,3,2,10110,1229,8881,4063,74,0.122
757761033,Existing Customer,35,F,3,Graduate,Single,$40K - $60K,Blue,28,5,6,2,3250,1560,1690,4673,73,0.48
757786608,Existing Customer,33,M,2,Post-Graduate,Single,$80K - $120K,Blue,24,2,3,2,4178,2463,1715,16216,107,0.59
757837458,Existing Customer,59,F,2,High School,Single,Unknown,Blue,52,4,2,4,3578,663,2915,4065,79,0.185
757854858,Attrited Customer,50,M,2,Unknown,Married,$60K - $80K,Blue,43,4,3,4,3143,0,3143,2297,37,0.0
757863258,Existing Customer,45,F,4,Graduate,Unknown,Less than $40K,Blue,38,2,2,1,2396,887,1509,7480,84,0.37
757881258,Existing Customer,31,M,0,Graduate,Divorced,$60K - $80K,Blue,24,6,2,2,4232,2092,2140,2565,69,0.494
758076408,Existing Customer,50,M,2,Unknown,Single,$40K - $60K,Blue,43,2,1,3,1857,1603,254,1590,43,0.863
758086458,Existing Customer,46,F,3,Graduate,Married,Unknown,Blue,39,3,3,4,1438,0,1438,4111,62,0.0
758106108,Existing Customer,45,F,2,Uneducated,Single,Less than $40K,Blue,38,3,2,1,7486,1758,5728,4604,70,0.235
758168133,Existing Customer,50,F,0,High School,Married,$40K - $60K,Blue,43,2,3,1,4154,1060,3094,4325,86,0.255
758178558,Existing Customer,44,F,3,Graduate,Single,Unknown,Blue,37,3,2,1,4703,1555,3148,4127,89,0.331
758186433,Existing Customer,37,F,1,Uneducated,Single,Less than $40K,Blue,30,3,2,3,2353,1095,1258,5038,84,0.465
758202858,Existing Customer,47,F,3,High School,Unknown,Less than $40K,Blue,40,4,2,4,4255,1681,2574,3453,72,0.395
758211483,Existing Customer,45,M,5,Unknown,Married,$60K - $80K,Blue,38,1,2,3,6895,2314,4581,8778,85,0.336
758317233,Existing Customer,35,F,1,College,Single,Unknown,Blue,28,4,5,2,3518,1575,1943,2121,60,0.448
758331483,Existing Customer,31,M,0,Graduate,Single,$60K - $80K,Silver,24,2,2,2,34516,984,33532,15347,109,0.029
758340108,Existing Customer,39,F,2,Graduate,Single,Less than $40K,Silver,29,3,3,2,10024,913,9111,3906,78,0.091
758348808,Existing Customer,51,M,2,Graduate,Married,$120K +,Blue,44,4,3,3,34516,1666,32850,1218,18,0.048
758367933,Existing Customer,56,M,2,Uneducated,Single,$80K - $120K,Blue,49,5,3,2,5466,0,5466,4435,79,0.0
758382183,Existing Customer,50,F,3,Graduate,Unknown,Less than $40K,Blue,43,2,3,3,4249,789,3460,8186,93,0.186
758408883,Existing Customer,37,F,1,Graduate,Unknown,$40K - $60K,Blue,30,5,3,4,13355,1631,11724,1921,37,0.122
758417508,Existing Customer,50,F,4,High School,Divorced,Less than $40K,Blue,43,6,3,4,5908,0,5908,3313,72,0.0
758426583,Existing Customer,51,F,2,Post-Graduate,Married,Less than $40K,Blue,44,3,3,4,1438,1031,407,3308,72,0.717
758521983,Existing Customer,33,M,1,Unknown,Married,$80K - $120K,Blue,26,3,2,2,9819,1200,8619,2198,40,0.122
758551608,Existing Customer,51,M,2,Unknown,Married,$40K - $60K,Blue,44,4,1,0,6205,2204,4001,1347,28,0.355
758583708,Attrited Customer,37,F,3,Graduate,Single,Less than $40K,Blue,24,2,1,4,2802,2460,342,1406,28,0.878
758617233,Existing Customer,56,F,5,Doctorate,Single,Less than $40K,Blue,49,3,3,2,4132,1559,2573,14781,108,0.377
758642733,Existing Customer,48,F,1,Graduate,Single,Less than $40K,Blue,41,5,1,1,1860,1054,806,5163,73,0.567
758653833,Existing Customer,34,F,1,Graduate,Married,$40K - $60K,Blue,27,3,1,3,2173,0,2173,4392,83,0.0
758753283,Attrited Customer,52,M,3,Doctorate,Married,$120K +,Blue,45,1,3,3,34516,550,33966,7341,71,0.016
758765808,Existing Customer,36,F,2,Unknown,Married,Less than $40K,Blue,29,6,3,4,2029,1190,839,1802,40,0.586
758787333,Existing Customer,52,M,3,Uneducated,Unknown,$120K +,Blue,45,4,1,2,18096,2404,15692,3880,68,0.133
758802333,Existing Customer,40,M,2,Graduate,Single,$120K +,Blue,33,3,1,2,20891,1213,19678,14641,117,0.058
758824608,Existing Customer,47,M,4,Uneducated,Married,$80K - $120K,Blue,40,5,2,4,21148,1746,19402,3370,69,0.083
758833758,Existing Customer,45,M,4,Unknown,Married,$40K - $60K,Blue,38,4,3,3,1862,845,1017,3520,68,0.454
758863383,Existing Customer,47,F,2,Uneducated,Unknown,Less than $40K,Silver,36,1,3,2,14767,948,13819,13090,104,0.064
758875908,Existing Customer,40,F,4,Unknown,Single,Less than $40K,Blue,33,4,4,3,1964,1811,153,4699,81,0.922
758965158,Existing Customer,44,M,5,High School,Single,$80K - $120K,Blue,37,4,2,3,15638,1729,13909,4396,83,0.111
759127158,Existing Customer,48,M,3,College,Married,$40K - $60K,Blue,35,3,1,3,2592,0,2592,4177,85,0.0
759584958,Attrited Customer,51,F,1,Graduate,Married,Unknown,Silver,44,4,2,4,33004,2418,30586,10156,72,0.073
759823158,Existing Customer,46,M,1,Unknown,Married,$60K - $80K,Blue,39,4,3,3,5374,2324,3050,1557,49,0.432
759947433,Existing Customer,53,M,3,Graduate,Married,$120K +,Blue,46,1,2,2,13670,0,13670,4812,81,0.0
760104333,Existing Customer,43,F,3,Graduate,Married,Less than $40K,Silver,36,6,2,2,11392,0,11392,3246,63,0.0
760807608,Existing Customer,48,F,4,Uneducated,Married,Less than $40K,Blue,41,5,3,4,2340,1680,660,4751,83,0.718
761079783,Attrited Customer,40,M,3,Graduate,Married,$60K - $80K,Blue,33,5,3,6,5500,442,5058,7720,67,0.08
761240358,Existing Customer,52,F,2,Unknown,Single,Less than $40K,Blue,45,5,2,2,2155,1219,936,4295,77,0.566
761544333,Existing Customer,37,F,4,College,Married,$40K - $60K,Blue,30,4,4,3,3417,2517,900,1641,32,0.737
761818758,Existing Customer,43,M,1,Graduate,Single,Unknown,Blue,36,1,1,2,11210,1079,10131,7206,86,0.096
762020133,Attrited Customer,37,F,3,High School,Married,Unknown,Blue,30,3,3,3,9874,0,9874,2446,47,0.0
762775908,Existing Customer,46,F,2,High School,Married,Unknown,Blue,39,3,1,2,12295,1292,11003,4177,63,0.105
763681908,Existing Customer,34,F,3,Unknown,Married,Less than $40K,Blue,27,1,2,1,5795,924,4871,5674,78,0.159
763895958,Attrited Customer,53,M,2,High School,Married,$120K +,Blue,46,4,3,1,7474,0,7474,732,21,0.0
764211033,Existing Customer,50,F,3,Uneducated,Unknown,Less than $40K,Blue,43,6,2,1,3199,2517,682,4483,87,0.787
764316708,Existing Customer,30,F,1,High School,Single,Less than $40K,Blue,23,3,2,2,3955,2352,1603,16423,109,0.595
764496708,Existing Customer,54,F,2,High School,Married,Unknown,Blue,47,2,3,3,1997,0,1997,4961,82,0.0
764776833,Existing Customer,61,M,0,Graduate,Married,$40K - $60K,Blue,54,3,3,2,3077,1646,1431,1523,30,0.535
765055833,Existing Customer,56,M,4,Unknown,Married,$80K - $120K,Blue,49,3,4,2,4310,2229,2081,1645,33,0.517
765459858,Attrited Customer,47,M,3,Graduate,Divorced,Less than $40K,Blue,40,4,4,3,6397,0,6397,2511,56,0.0
765584208,Existing Customer,43,F,3,Unknown,Divorced,Less than $40K,Blue,30,3,2,1,2905,2079,826,4444,84,0.716
765692658,Existing Customer,49,F,4,Graduate,Single,Less than $40K,Blue,42,4,3,4,2162,1882,280,3825,70,0.87
765731433,Existing Customer,48,F,3,Graduate,Divorced,Unknown,Blue,41,3,4,3,7860,0,7860,3512,76,0.0
765755283,Existing Customer,48,F,2,Graduate,Married,Unknown,Blue,41,1,1,3,7884,745,7139,4588,74,0.094
765824058,Existing Customer,46,M,4,Doctorate,Married,$80K - $120K,Blue,39,3,3,1,5106,1539,3567,3784,74,0.301
765847383,Existing Customer,50,M,1,Graduate,Married,$120K +,Blue,43,4,5,3,20958,0,20958,4425,78,0.0
765940683,Existing Customer,37,M,3,Uneducated,Single,$80K - $120K,Blue,30,5,2,2,11277,1747,9530,2033,56,0.155
766006758,Existing Customer,63,M,1,High School,Married,$60K - $80K,Blue,56,3,2,4,7216,2321,4895,1734,38,0.322
766021083,Attrited Customer,55,F,1,College,Single,Less than $40K,Blue,48,3,5,3,2114,546,1568,2578,42,0.258
766111383,Existing Customer,38,F,2,High School,Married,$40K - $60K,Blue,31,4,2,4,1593,1091,502,4136,67,0.685
766131033,Existing Customer,43,F,4,Graduate,Married,Less than $40K,Blue,29,6,3,3,3767,976,2791,3163,60,0.259
766224933,Existing Customer,46,M,2,Graduate,Married,$80K - $120K,Blue,39,1,1,1,29528,1769,27759,14428,119,0.06
766273533,Existing Customer,53,M,2,Uneducated,Unknown,$80K - $120K,Blue,46,3,6,3,17190,1736,15454,15055,117,0.101
766285608,Existing Customer,42,M,3,High School,Single,$40K - $60K,Blue,35,4,3,3,3266,1900,1366,2183,56,0.582
766322883,Existing Customer,33,F,3,College,Single,$40K - $60K,Blue,26,6,3,5,6316,1344,4972,2401,71,0.213
766381908,Existing Customer,49,F,4,High School,Married,Less than $40K,Blue,42,4,1,4,2473,1263,1210,4597,80,0.511
766429908,Existing Customer,49,M,2,High School,Unknown,$60K - $80K,Blue,42,6,1,2,3017,786,2231,1640,37,0.261
766456683,Existing Customer,51,F,1,Graduate,Married,Less than $40K,Blue,44,6,2,0,6160,2258,3902,3986,80,0.367
766550808,Existing Customer,45,F,3,Graduate,Married,$40K - $60K,Blue,38,3,6,1,4195,2440,1755,4430,72,0.582
766628733,Existing Customer,56,M,3,Uneducated,Single,$60K - $80K,Blue,49,3,3,3,1623,0,1623,4965,74,0.0
766649283,Existing Customer,49,F,3,Graduate,Divorced,Unknown,Blue,42,2,2,3,14072,1917,12155,13432,107,0.136
766673433,Existing Customer,45,M,4,Unknown,Married,$80K - $120K,Blue,38,2,3,3,3798,1570,2228,4512,80,0.413
766706358,Existing Customer,39,F,2,Unknown,Married,Less than $40K,Blue,32,6,3,0,2524,1395,1129,1800,33,0.553
766769058,Existing Customer,51,M,1,Graduate,Single,$40K - $60K,Gold,44,3,3,3,22722,1790,20932,15817,121,0.079
766795983,Existing Customer,46,F,1,Unknown,Single,Less than $40K,Blue,40,4,2,2,1438,0,1438,4692,91,0.0
766821033,Attrited Customer,61,M,0,Unknown,Single,$120K +,Blue,46,6,3,3,4650,1162,3488,7976,74,0.25
766946058,Existing Customer,51,F,2,Unknown,Unknown,$40K - $60K,Blue,44,4,6,4,5489,1665,3824,4010,75,0.303
767005683,Existing Customer,60,M,0,Unknown,Single,$40K - $60K,Blue,46,6,2,1,1781,1551,230,3527,66,0.871
767023308,Existing Customer,35,M,3,College,Unknown,$80K - $120K,Silver,29,2,2,2,34516,0,34516,12847,106,0.0
767036433,Existing Customer,56,F,1,Graduate,Married,Less than $40K,Blue,49,5,1,0,5097,1152,3945,2052,45,0.226
767049258,Existing Customer,44,M,4,High School,Single,$120K +,Blue,37,5,3,3,8396,1672,6724,1475,35,0.199
767058183,Existing Customer,53,F,1,Graduate,Divorced,Less than $40K,Blue,46,5,4,3,3424,1333,2091,4485,61,0.389
767093133,Existing Customer,52,F,2,Unknown,Married,Unknown,Blue,45,2,2,1,3192,0,3192,4191,80,0.0
767114958,Existing Customer,65,M,0,Uneducated,Single,Less than $40K,Blue,56,4,2,2,3226,2073,1153,3250,70,0.643
767197983,Existing Customer,52,F,2,High School,Single,Less than $40K,Blue,45,1,1,1,4209,0,4209,5938,83,0.0
767243208,Existing Customer,42,F,3,Graduate,Single,Less than $40K,Blue,35,3,2,2,2555,1587,968,4193,79,0.621
767256933,Existing Customer,43,M,5,Uneducated,Married,$60K - $80K,Blue,36,6,2,4,2621,598,2023,4852,85,0.228
767266758,Attrited Customer,41,F,2,High School,Single,Less than $40K,Blue,34,1,3,4,1661,0,1661,2473,49,0.0
767269908,Existing Customer,36,M,2,College,Married,$120K +,Blue,29,6,3,2,3158,0,3158,2973,63,0.0
767280633,Existing Customer,46,F,2,Graduate,Unknown,Less than $40K,Blue,39,5,2,2,3003,1454,1549,4378,96,0.484
767294658,Attrited Customer,56,M,2,College,Single,$120K +,Blue,50,2,2,3,16867,0,16867,654,14,0.0
767311008,Existing Customer,41,M,1,Graduate,Divorced,$80K - $120K,Blue,35,6,2,3,19412,770,18642,1576,41,0.04
767333808,Existing Customer,50,F,2,Graduate,Unknown,Less than $40K,Blue,43,5,3,4,3424,0,3424,4929,74,0.0
767348733,Existing Customer,56,M,2,Unknown,Married,$60K - $80K,Blue,49,3,3,3,4058,793,3265,15865,105,0.195
767354208,Existing Customer,48,M,4,Graduate,Married,$80K - $120K,Blue,41,4,2,1,14322,0,14322,3993,75,0.0
767376483,Existing Customer,27,F,1,College,Married,Less than $40K,Blue,20,5,3,3,1893,0,1893,5176,91,0.0
767388783,Existing Customer,43,M,3,High School,Married,$60K - $80K,Blue,36,3,3,1,9560,0,9560,4601,66,0.0
767404083,Attrited Customer,52,M,2,Graduate,Single,$60K - $80K,Blue,45,2,3,3,3460,0,3460,2355,47,0.0
767414808,Existing Customer,57,F,0,Uneducated,Married,Less than $40K,Blue,51,2,3,3,6996,2092,4904,15017,120,0.299
767488908,Existing Customer,41,M,4,Unknown,Married,$80K - $120K,Blue,35,4,2,3,3497,0,3497,4345,72,0.0
767523933,Existing Customer,53,M,3,High School,Single,$60K - $80K,Blue,45,4,1,0,15583,0,15583,3938,69,0.0
767553333,Attrited Customer,45,M,3,Graduate,Single,$80K - $120K,Blue,39,1,3,3,8383,0,8383,2600,44,0.0
767564358,Existing Customer,47,F,5,Doctorate,Married,$40K - $60K,Blue,40,6,1,1,4748,1008,3740,3197,70,0.212
767574108,Existing Customer,49,F,1,College,Married,Less than $40K,Blue,43,4,3,2,1438,786,652,4094,64,0.546
767587833,Existing Customer,44,M,3,Unknown,Single,$120K +,Blue,37,3,1,5,3650,2512,1138,4599,75,0.688
767653233,Existing Customer,48,M,3,Graduate,Married,$60K - $80K,Blue,42,6,1,3,6085,930,5155,3154,59,0.153
767668908,Attrited Customer,46,F,3,Graduate,Married,Unknown,Blue,40,3,4,3,13095,1836,11259,1552,32,0.14
767687208,Existing Customer,31,M,2,Unknown,Single,$80K - $120K,Blue,24,6,3,3,34516,1180,33336,2329,69,0.034
767695083,Existing Customer,50,M,2,Graduate,Married,$80K - $120K,Blue,44,3,3,0,4589,0,4589,1590,37,0.0
767712558,Attrited Customer,59,M,1,College,Single,$60K - $80K,Blue,53,2,3,3,14979,0,14979,530,10,0.0
767753958,Existing Customer,37,M,3,Graduate,Unknown,$40K - $60K,Blue,31,6,1,2,8504,1956,6548,1881,51,0.23
767784708,Attrited Customer,48,M,0,Doctorate,Married,$60K - $80K,Blue,41,2,3,4,7277,504,6773,2356,40,0.069
767802483,Existing Customer,44,M,4,College,Single,$60K - $80K,Blue,38,6,3,3,5005,969,4036,5066,71,0.194
767815233,Existing Customer,46,F,3,College,Married,Less than $40K,Blue,40,6,4,2,1438,0,1438,4283,88,0.0
767835558,Existing Customer,42,F,2,Unknown,Married,Less than $40K,Blue,36,5,1,3,5928,2517,3411,3536,69,0.425
767958933,Existing Customer,40,M,4,College,Married,$40K - $60K,Silver,34,3,2,1,15471,1291,14180,3993,77,0.083
768141558,Existing Customer,51,M,3,College,Single,$40K - $60K,Blue,45,4,3,0,3272,1896,1376,4220,74,0.579
768162108,Attrited Customer,49,M,3,College,Married,$120K +,Blue,43,5,3,3,4781,0,4781,2451,50,0.0
768167358,Existing Customer,37,M,4,Doctorate,Single,$60K - $80K,Blue,31,6,3,0,1702,1018,684,4301,86,0.598
768181608,Existing Customer,43,F,3,Graduate,Unknown,Less than $40K,Blue,37,2,3,3,3461,1767,1694,13179,122,0.511
768196008,Existing Customer,54,M,1,Uneducated,Single,$60K - $80K,Blue,48,5,2,3,14948,2158,12790,3094,56,0.144
768212583,Existing Customer,49,M,2,Graduate,Married,$60K - $80K,Blue,43,4,4,4,15377,1516,13861,1848,49,0.099
768243858,Attrited Customer,54,M,3,High School,Married,$80K - $120K,Blue,48,3,4,3,3288,2517,771,2717,46,0.766
768256908,Attrited Customer,45,M,3,Uneducated,Married,Less than $40K,Blue,39,3,3,4,8580,1636,6944,1880,37,0.191
768364233,Existing Customer,59,M,1,High School,Married,$40K - $60K,Blue,53,6,2,5,5446,1885,3561,1505,33,0.346
768390708,Existing Customer,47,M,2,Unknown,Single,$80K - $120K,Blue,41,6,1,1,2877,1136,1741,4006,68,0.395
768412608,Existing Customer,39,F,1,Graduate,Single,$40K - $60K,Blue,33,6,3,2,2255,1258,997,4309,79,0.558
768420558,Existing Customer,59,F,0,Graduate,Single,Less than $40K,Blue,53,6,3,4,4830,1469,3361,3365,63,0.304
768457008,Existing Customer,27,M,1,Graduate,Single,$40K - $60K,Blue,21,2,3,1,10284,787,9497,13355,92,0.077
768460908,Existing Customer,59,M,1,Graduate,Single,$40K - $60K,Blue,53,3,3,3,6035,1392,4643,1551,32,0.231
768475383,Existing Customer,62,F,0,Unknown,Single,$40K - $60K,Blue,56,6,1,2,4467,0,4467,4007,74,0.0
768490458,Attrited Customer,49,M,2,Uneducated,Married,$80K - $120K,Blue,43,1,3,3,5701,2517,3184,961,32,0.442
768498258,Existing Customer,47,F,1,High School,Married,Unknown,Blue,41,3,2,3,2950,1642,1308,4740,83,0.557
768544833,Existing Customer,45,F,4,Uneducated,Single,Less than $40K,Blue,39,6,2,3,2202,1414,788,4531,77,0.642
768563658,Existing Customer,56,M,2,Uneducated,Married,$40K - $60K,Blue,50,4,2,3,4458,1880,2578,1424,29,0.422
768582033,Existing Customer,47,M,3,High School,Married,$40K - $60K,Blue,41,6,3,4,6692,1897,4795,3902,76,0.283
768600558,Existing Customer,41,F,4,Graduate,Single,$40K - $60K,Blue,31,4,2,3,2375,1658,717,1071,28,0.698
768612258,Existing Customer,52,F,3,Unknown,Single,Less than $40K,Blue,46,3,3,3,2700,1623,1077,4171,78,0.601
768624258,Attrited Customer,55,F,2,Graduate,Single,Less than $40K,Blue,49,2,1,2,1583,234,1349,2541,36,0.148
768632958,Attrited Customer,59,F,1,Graduate,Single,Unknown,Blue,49,3,4,6,8708,1091,7617,2508,49,0.125
768638208,Existing Customer,50,F,2,Uneducated,Married,Less than $40K,Blue,44,3,1,2,3386,2517,869,4890,65,0.743
768643158,Existing Customer,44,F,5,Graduate,Divorced,Less than $40K,Blue,38,2,1,3,3842,2459,1383,13598,119,0.64
768655158,Existing Customer,29,M,0,Unknown,Married,$60K - $80K,Blue,23,3,3,2,6224,1092,5132,2222,39,0.175
768661758,Existing Customer,53,M,0,Uneducated,Divorced,$120K +,Blue,47,5,2,1,26129,1752,24377,4919,75,0.067
768675483,Existing Customer,41,M,4,College,Divorced,$60K - $80K,Blue,35,5,3,2,2001,0,2001,4455,82,0.0
768687183,Existing Customer,54,F,1,College,Single,Less than $40K,Blue,48,3,1,4,2440,1083,1357,3017,53,0.444
768712383,Attrited Customer,51,M,5,Graduate,Divorced,$120K +,Blue,45,6,3,6,34516,0,34516,8173,91,0.0
768720708,Existing Customer,41,F,3,High School,Married,Less than $40K,Blue,30,4,4,2,3280,2327,953,4268,84,0.709
768728508,Existing Customer,45,F,5,Doctorate,Married,Less than $40K,Gold,39,6,3,2,15987,1096,14891,14209,103,0.069
768733533,Existing Customer,53,M,5,Uneducated,Unknown,$80K - $120K,Blue,47,2,3,2,2340,1612,728,8851,88,0.689
768805383,Existing Customer,45,M,3,High School,Married,$60K - $80K,Blue,39,5,1,3,12691,777,11914,1144,42,0.061
768814983,Existing Customer,39,F,2,Unknown,Married,Less than $40K,Blue,33,3,1,3,3251,1937,1314,4284,85,0.596
768848658,Existing Customer,43,F,3,Unknown,Single,Unknown,Blue,37,2,3,1,16583,1797,14786,7823,87,0.108
768886533,Existing Customer,37,M,3,Graduate,Married,$60K - $80K,Blue,31,3,1,3,4940,1199,3741,3246,57,0.243
768921933,Existing Customer,34,M,2,High School,Married,$60K - $80K,Blue,28,3,3,3,2853,2420,433,1750,47,0.848
768928833,Existing Customer,37,M,2,High School,Married,$80K - $120K,Blue,31,3,2,4,7304,0,7304,2717,63,0.0
768949983,Existing Customer,31,F,2,Unknown,Single,Unknown,Blue,25,5,3,1,3288,2495,793,4370,83,0.759
768965208,Existing Customer,51,F,1,Graduate,Married,$40K - $60K,Blue,45,5,2,2,6778,865,5913,3158,71,0.128
768972558,Existing Customer,43,M,5,High School,Married,$120K +,Blue,37,4,3,4,11099,0,11099,3980,77,0.0
769035933,Existing Customer,54,F,2,Unknown,Single,Less than $40K,Blue,48,5,3,2,4597,1316,3281,3507,68,0.286
769053033,Attrited Customer,44,F,1,Graduate,Single,$40K - $60K,Blue,38,3,2,5,4142,2517,1625,2104,44,0.608
769063308,Existing Customer,45,M,3,Post-Graduate,Married,$80K - $120K,Blue,39,6,2,2,29003,2323,26680,1676,36,0.08
769095558,Existing Customer,59,M,1,Doctorate,Single,$60K - $80K,Blue,53,3,2,2,9055,1560,7495,1755,45,0.172
769100508,Existing Customer,55,F,5,High School,Single,Less than $40K,Blue,49,6,2,1,2177,1472,705,5228,77,0.676
769137108,Attrited Customer,43,F,2,Post-Graduate,Married,Less than $40K,Blue,37,3,3,1,1438,0,1438,974,28,0.0
769145733,Existing Customer,36,M,3,Graduate,Single,$60K - $80K,Blue,30,3,4,3,2789,1584,1205,2688,60,0.568
769152783,Attrited Customer,60,F,2,High School,Single,Less than $40K,Blue,54,1,6,2,8141,1811,6330,5043,53,0.222
